registrant_name,times_lobbied,avg_amount,total_amout,start_year,end_year,unique_years,policy_issue
GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT),7,73571.42857142857,515000,2011,2012,2,renewable_energy
GREEN CAPITOL LLC,15,0,0,2013,2021,5,renewable_energy
"GREEN STRATEGIES, INC.",1,0,0,2014,2014,1,renewable_energy
"GREENBERG TRAURIG, LLP",39,0,0,2011,2018,8,renewable_energy
"GREENPEACE, INC.",3,10252.79,30758.370000000003,2011,2013,3,renewable_energy
GREYSTONE GROUP LLC,11,0,0,2010,2018,4,renewable_energy
"GRISSO CONSULTING GROUP, LLC",6,0,0,2011,2012,2,renewable_energy
"GROWTH ENERGY, INC.",14,392857.14285714284,5500000,2011,2021,4,renewable_energy
"H STREET CAPITOL STRATEGIES, LLC",2,0,0,2015,2015,1,renewable_energy
HACKNEY GOVERNMENT AFFAIRS GROUP (FORMERLY CLINT HACKNEY & COMPANY),10,0,0,2010,2013,4,renewable_energy
HANCE SCARBOROUGH,1,0,0,2020,2020,1,renewable_energy
HANKA ADVISOR LLC,1,0,0,2018,2018,1,renewable_energy
"HARBINGER STRATEGIES, LLC",3,0,0,2019,2020,2,renewable_energy
HBW RESOURCES,9,0,0,2015,2016,2,renewable_energy
"HEARTH, PATIO & BARBECUE ASSOCIATION",3,20000,60000,2010,2010,1,renewable_energy
HEARTLAND CONSUMERS POWER DISTRICT,1,28500,28500,2010,2010,1,renewable_energy
"HECHT LATHAM SPENCER & ASSOCIATES, INC., FORMERLY KNOWN AS HECHT SPENCER & ASSOC",1,0,0,2010,2010,1,renewable_energy
HIGH STREET STRATEGIES LLC,13,0,0,2017,2020,4,renewable_energy
HILL IMPACT,3,0,0,2016,2016,1,renewable_energy
"HILLSCAPE ASSOCIATES, LLC",5,0,0,2010,2012,3,renewable_energy
HISPANIC ASSOCIATION OF COLLEGES AND UNIVERSITIES,1,75000,75000,2011,2011,1,renewable_energy
"HITACHI ENERGY USA INC. F/K/A/ ABB ENTERPRISE SOFTWARE, INC.",3,60000,180000,2020,2021,2,renewable_energy
HOGAN LOVELLS US LLP,52,0,0,2010,2020,11,renewable_energy
HOLLAND & KNIGHT LLP,89,0,0,2010,2021,12,renewable_energy
HONEYWELL INTERNATIONAL,47,1453829.7872340425,68330000,2010,2021,12,renewable_energy
"HOWMET AEROSPACE, INC. FORMALLY KNOWN AS ARCONIC, INC.",11,727272.7272727273,8000000,2015,2017,3,renewable_energy
HUNTON ANDREWS KURTH LLP (FORMERLY HUNTON & WILLIAMS LLP),1,0,0,2010,2010,1,renewable_energy
HUSCH BLACKWELL STRATEGIES,3,0,0,2021,2021,1,renewable_energy
ILLINOIS AGRICULTURAL ASSOCIATION,1,60000,60000,2016,2016,1,renewable_energy
"INDEPENDENT ELECTRICAL CONTRACTORS, INC.",3,60000,180000,2021,2021,1,renewable_energy
INDIANA UNIVERSITY,4,125000,500000,2012,2013,2,renewable_energy
"INNOVATIVE FEDERAL STRATEGIES, LLC",62,0,0,2010,2016,7,renewable_energy
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",6,100000,600000,2019,2021,3,renewable_energy
INTEGRATED SOLUTIONS GROUP,5,0,0,2010,2011,2,renewable_energy
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,5,102748.4,513742,2017,2021,3,renewable_energy
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,1,281000,281000,2010,2010,1,renewable_energy
INTERNATIONAL COUNCIL OF SHOPPING CENTERS (FKA ICSC),2,190564,381128,2010,2010,1,renewable_energy
INTERNATIONAL UNION OF OPERATING ENGINEERS,15,138666.66666666666,2080000,2010,2021,5,renewable_energy
INTERSTATE NATURAL GAS ASSOCIATION OF AMERICA,2,250000,500000,2021,2021,1,renewable_energy
INVARIANT LLC,48,0,0,2010,2021,10,renewable_energy
INVENERGY LLC,1,0,0,2019,2019,1,renewable_energy
IOWA FARM BUREAU FEDERATION,1,29251,29251,2011,2011,1,renewable_energy
IOWA STATE UNIVERSITY,7,30000,210000,2020,2021,2,renewable_energy
ITC HOLDINGS CORP.,14,416428.5714285714,5830000,2010,2021,6,renewable_energy
"J.P. MORGAN CHASE BANK, N.A.",1,1640000,1640000,2010,2010,1,renewable_energy
JAMES BOLAND,4,0,0,2012,2013,2,renewable_energy
JANA SHEFFER,1,0,0,2011,2011,1,renewable_energy
"JIM MASSIE & PARTNERS, LLC",33,0,0,2017,2021,5,renewable_energy
JLV STRATEGIES LLC,2,0,0,2019,2019,1,renewable_energy
JMS CONSULTING LLC,5,0,0,2018,2018,1,renewable_energy
JOHN T. O'ROURKE,12,0,0,2010,2013,4,renewable_energy
"JOHNSON & JOHNSON SERVICES, INC.",1,1440000,1440000,2008,2008,1,renewable_energy
"JOHNSON CONTROLS, INC AND AFFILIATES",4,64073,256292,2016,2016,1,renewable_energy
JOHNSON MATTHEY INC.,2,30000,60000,2019,2020,2,renewable_energy
"JOHNSTON GROUP, LLC",16,0,0,2011,2015,5,renewable_energy
JST STRATEGIES LLC (JOCHUM SHORE & TROSSEVIN PC),13,0,0,2019,2021,3,renewable_energy
"K&L GATES, LLP",51,0,0,2008,2021,12,renewable_energy
"KADESH & ASSOCIATES, LLC",25,0,0,2011,2016,6,renewable_energy
KAIROS GOVERNMENT AFFAIRS,2,0,0,2020,2020,1,renewable_energy
KAISER FOUNDATION HEALTH PLAN INC.,4,1677500,6710000,2021,2021,1,renewable_energy
"KANNER & ASSOCIATES, LLC",100,0,0,2010,2020,9,renewable_energy
KCOMM,3,0,0,2013,2013,1,renewable_energy
"KEARNEY, DONOVAN & MCGEE",13,0,0,2011,2020,5,renewable_energy
KELLEN COMPANY,25,0,0,2012,2018,4,renewable_energy
KELLEY DRYE & WARREN LLP,41,0,0,2011,2021,9,renewable_energy
KELLOGG COMPANY,1,530000,530000,2014,2014,1,renewable_energy
KILPATRICK TOWNSEND STOCKTON LLP,2,0,0,2021,2021,1,renewable_energy
KING & SPALDING LLP,4,0,0,2020,2021,2,renewable_energy
"KINGHORN, HILBERT & ASSOCIATES",6,0,0,2015,2016,2,renewable_energy
KIT BOND STRATEGIES,20,0,0,2019,2021,3,renewable_energy
KLEIN/JOHNSON GROUP,1,0,0,2020,2020,1,renewable_energy
"KOCH COMPANIES PUBLIC SECTOR, LLC",23,2155217.3913043477,49570000,2009,2021,6,renewable_energy
"KOGOVSEK & ASSOCIATES, INC.",22,0,0,2010,2021,6,renewable_energy
"KOUNTOUPES DENHAM CARR & REID, LLC",3,0,0,2011,2011,1,renewable_energy
"KSCW, INC.",1,0,0,2010,2010,1,renewable_energy
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,10,373600,3736000,2013,2021,4,renewable_energy
LANZAJET INC.,1,40000,40000,2021,2021,1,renewable_energy
"LAROCCO & ASSOCIATES, INC.",10,0,0,2011,2013,3,renewable_energy
"LARRY PUCCIO, LLC",1,0,0,2021,2021,1,renewable_energy
LEAGUE OF CONSERVATION VOTERS,26,71730.76923076923,1865000,2011,2021,8,renewable_energy
LEAGUE OF WOMEN VOTERS OF THE U.S.,2,10000,20000,2020,2020,1,renewable_energy
"LEE & SMITH, PC",26,0,0,2010,2015,6,renewable_energy
LEHIGH UNIVERSITY,6,45000,270000,2018,2020,3,renewable_energy
"LEIDOS, INC.",57,355263.15789473685,20250000,2010,2021,12,renewable_energy
LENNOX INTERNATIONAL INC.,2,70000,140000,2011,2012,2,renewable_energy
LEVICK STRATEGIC COMMUNICATIONS,8,0,0,2014,2015,2,renewable_energy
"LEWIS-BURKE ASSOCIATES, LLC",75,0,0,2012,2021,10,renewable_energy
"LIEBMAN & ASSOCIATES, INC.",24,0,0,2011,2015,5,renewable_energy
LINCOLN POLICY GROUP,2,0,0,2021,2021,1,renewable_energy
LINDA ANN LINGLE,1,0,0,2010,2010,1,renewable_energy
LINDE INC.,27,124444.44444444444,3360000,2011,2019,7,renewable_energy
"LINDE NORTH AMERICA, INC.",12,101666.66666666667,1220000,2011,2013,3,renewable_energy
LIVE OAK BANKING COMPANY (FORMERLY KNOWN AS LIVE OAK BANK),3,18333.333333333332,55000,2018,2018,1,renewable_energy
LOCKHEED MARTIN CORPORATION,2,3115000,6230000,2010,2010,1,renewable_energy
LOT SIXTEEN LLC,21,0,0,2018,2021,4,renewable_energy
LOWER COLORADO RIVER AUTHORITY,19,48421.05263157895,920000,2010,2014,5,renewable_energy
"LTD GROUP, LLC",25,0,0,2011,2014,4,renewable_energy
"MADDOX STRATEGIES, LLC",14,0,0,2011,2014,4,renewable_energy
"MANDELL & ASSOCIATES, INC.",3,0,0,2016,2016,1,renewable_energy
MANZANO STRATEGIES LLC BUSINESS DEVELOPMENT UNIT,2,0,0,2010,2010,1,renewable_energy
MAPETSI POLICY GROUP,1,0,0,2019,2019,1,renewable_energy
MARATHON OIL CORPORATION,1,880000,880000,2011,2011,1,renewable_energy
MARATHON PETROLEUM COMPANY LP,2,585000,1170000,2020,2021,2,renewable_energy
"MARCUS G. FAUST, PC",16,0,0,2010,2014,5,renewable_energy
MARKLEY AND COMPANY,245,0,0,2011,2021,11,renewable_energy
MARY LEE MCGUIRE,1,0,0,2010,2010,1,renewable_energy
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,4,45750.75,183003,2015,2016,2,renewable_energy
MAYER BROWN LLP,26,0,0,2014,2019,6,renewable_energy
"MCALLISTER & QUINN, LLC",5,0,0,2010,2021,3,renewable_energy
MCDERMOTT WILL & EMERY LLP,11,0,0,2012,2013,2,renewable_energy
MCDONALD'S CORPORATION,8,463750,3710000,2019,2021,3,renewable_energy
MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),5,0,0,2019,2020,2,renewable_energy
"MCKENNA, LONG & ALDRIDGE",19,0,0,2010,2015,6,renewable_energy
MDU RESOURCES GROUP,6,38333.333333333336,230000,2010,2015,3,renewable_energy
MEADWESTVACO CORPORATION,1,120000,120000,2010,2010,1,renewable_energy
"MEGGITT-USA, INC.",3,200000,600000,2016,2016,1,renewable_energy
"MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.",15,0,0,2010,2021,5,renewable_energy
"MERCURY PUBLIC AFFAIRS, LLC",2,0,0,2010,2010,1,renewable_energy
"META PLATFORMS, INC. AND VARIOUS SUBSIDIARIES",1,4900000,4900000,2020,2020,1,renewable_energy
MGV LLC,3,0,0,2021,2021,1,renewable_energy
MICHAEL A. ANDREWS,7,0,0,2010,2011,2,renewable_energy
MICHAEL BROWER,9,0,0,2012,2013,2,renewable_energy
MICHAEL SOLON-CAPITOL LEGISTICS,1,0,0,2013,2013,1,renewable_energy
MICHAEL TOOHEY AND ASSOCIATES,1,0,0,2010,2010,1,renewable_energy
MICROSOFT CORPORATION,3,2563333.3333333335,7690000,2021,2021,1,renewable_energy
MIKE WILLIAMS CAPITOL STRATEGIES LLC (F/K/A MW CAPITOL STRATEGIES LLC),15,0,0,2016,2020,5,renewable_energy
MILLER & CHEVALIER CHARTERED,14,0,0,2010,2013,4,renewable_energy
"MILLER STRATEGIES, LLC",3,0,0,2021,2021,1,renewable_energy
MINNESOTA FARM BUREAU FEDERATION,4,54500,218000,2011,2012,2,renewable_energy
MISSOURI FARM BUREAU FEDERATION,11,52727.27272727273,580000,2012,2016,3,renewable_energy
"MISSY EDWARDS STRATEGIES, LLC",20,0,0,2010,2021,4,renewable_energy
"MITSUBISHI HEAVY INDUSTRIES AMERICA, INC.",1,0,0,2014,2014,1,renewable_energy
"ML STRATEGIES, LLC",65,0,0,2010,2016,7,renewable_energy
"MOFFETT GROUP, LLC",20,0,0,2010,2013,4,renewable_energy
MONTGOMERY FAZZONE PLLC,5,0,0,2013,2014,2,renewable_energy
MONUMENT ADVOCACY,53,0,0,2010,2021,9,renewable_energy
"MORGAN MEGUIRE, LLC",74,0,0,2010,2014,4,renewable_energy
MORGAN STANLEY & CO. LLC,1,560000,560000,2010,2010,1,renewable_energy
MORTGAGE BANKERS ASSOCIATION,1,556000,556000,2010,2010,1,renewable_energy
MOTOR & EQUIPMENT MANUFACTURERS ASSOCIATION,1,32951,32951,2011,2011,1,renewable_energy
MOTORCYCLE RIDERS FOUNDATION,4,10000,40000,2018,2018,1,renewable_energy
MR. DONALD KANIEWSKI,1,0,0,2010,2010,1,renewable_energy
MR. JAIME STEVE,36,88603.44444444444,3189724,2009,2019,8,renewable_energy
MR. MARK REY,44,0,0,2010,2021,12,renewable_energy
MR. PHILLIP DOUGHERTY,1,0,0,2018,2018,1,renewable_energy
MR. RICHARD GOODSTEIN,2,0,0,2012,2012,1,renewable_energy
MR. THOMAS KAHN,2,0,0,2021,2021,1,renewable_energy
MR. VINCENT FRILLICI,9,0,0,2016,2018,3,renewable_energy
MR. WILLIAM GOLDSMITH,1,0,0,2021,2021,1,renewable_energy
MS. BARBARA ROHDE,19,0,0,2010,2017,8,renewable_energy
MWW GROUP,5,0,0,2010,2015,3,renewable_energy
NAREIT,2,1294500,2589000,2021,2021,1,renewable_energy
NATIONAL ALLIANCE OF FOREST OWNERS,2,290000,580000,2011,2011,1,renewable_energy
NATIONAL CHICKEN COUNCIL,1,170000,170000,2010,2010,1,renewable_energy
NATIONAL COOPERATIVE SERVICES CORPORATION,2,20000,40000,2015,2015,1,renewable_energy
NATIONAL EDUCATION ASSOCIATION,1,705000,705000,2016,2016,1,renewable_energy
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",5,56192.772,280963.86,2008,2009,2,renewable_energy
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,11,588181.8181818182,6470000,2010,2014,5,renewable_energy
NATIONAL ENVIRONMENTAL STRATEGIES,1,0,0,2011,2011,1,renewable_energy
NATIONAL FUEL GAS COMPANY,2,135000,270000,2021,2021,1,renewable_energy
NATIONAL GRID USA,32,490937.5,15710000,2011,2021,8,renewable_energy
NATIONAL GROUND WATER ASSOCIATION,31,69354.83870967742,2150000,2011,2018,8,renewable_energy
"NATIONAL GROUP, LLP",3,0,0,2010,2011,2,renewable_energy
NATIONAL HYDROPOWER ASSOCIATION,1,110000,110000,2010,2010,1,renewable_energy
NATIONAL MILK PRODUCERS FEDERATION,1,262302,262302,2010,2010,1,renewable_energy
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",11,1275272.7272727273,14028000,2010,2021,4,renewable_energy
NATIONAL OCEAN INDUSTRIES ASSOCIATION,8,76250,610000,2020,2021,2,renewable_energy
NATIONAL OILSEED PROCESSORS ASSOCIATION,9,46444.444444444445,418000,2019,2021,3,renewable_energy
NATIONAL PARKS CONSERVATION ASSOCIATION,4,109778.945,439115.78,2011,2012,2,renewable_energy
NATIONAL PORK PRODUCERS COUNCIL,3,450000,1350000,2017,2017,1,renewable_energy
NATIONAL RESTAURANT ASSOCIATION,1,1120000,1120000,2008,2008,1,renewable_energy
NATIONAL RETAIL FEDERATION,5,1891200,9456000,2018,2018,1,renewable_energy
NATIONAL ROOFING CONTRACTORS ASSOCIATION,1,150000,150000,2010,2010,1,renewable_energy
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),30,637766.6666666666,19133000,2010,2021,9,renewable_energy
NATIONAL SMALL BUSINESS ASSOCIATION,9,50777.77777777778,457000,2012,2014,3,renewable_energy
NATIONAL TAXPAYERS UNION,1,44213.82,44213.82,2012,2012,1,renewable_energy
NATIONAL TRUST FOR HISTORIC PRESERVATION,2,53664.675,107329.35,2014,2014,1,renewable_energy
NATIONAL VENTURE CAPITAL ASSOCIATION,8,594319.2475,4754553.98,2011,2012,2,renewable_energy
NATIONAL WILDLIFE FEDERATION,19,95578.94736842105,1816000,2010,2017,8,renewable_energy
NATL ASSC OF STATE DIRECTORS OF CAREER TECHNICAL EDUCATION,2,0,0,2017,2017,1,renewable_energy
NATURAL RESOURCES DEFENSE COUNCIL,9,134281.64888888889,1208534.84,2008,2020,6,renewable_energy
NAVITAS STRATEGIES (SOLE PROPRIETORSHIP),2,0,0,2011,2011,1,renewable_energy
NEBRASKA FARM BUREAU FEDERATION,1,40000,40000,2021,2021,1,renewable_energy
NELSON MULLINS RILEY & SCARBOROUGH,20,0,0,2010,2015,6,renewable_energy
NEOTERICS INTERNATIONAL INC.,1,0,0,2021,2021,1,renewable_energy
NESTLE USA,4,332500,1330000,2018,2019,2,renewable_energy
NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,17,0,0,2017,2020,4,renewable_energy
NEW ENGLAND CLEAN ENERGY COUNCIL,3,16666.666666666668,50000,2010,2013,3,renewable_energy
NEW MEXICO WILDLIFE FEDERATION,5,0,0,2015,2016,2,renewable_energy
"NEW YORK POWER AUTHORITY /CHARLES VACEK, EMPLOYEE",2,0,0,2010,2011,2,renewable_energy
"NEXTERA ENERGY, INC.",46,934021.7391304348,42965000,2010,2021,12,renewable_energy
"NISOURCE, INC",7,155714.2857142857,1090000,2013,2014,2,renewable_energy
"NISSAN NORTH AMERICA, INC.",1,950000,950000,2021,2021,1,renewable_energy
NORTH CAROLINA STATE UNIVERSITY,27,44444.444444444445,1200000,2015,2021,7,renewable_energy
"NORTH SOUTH GOVERNMENT STRATEGIES F/K/A JDM PUBLIC STRATEGIES, LLC",1,0,0,2021,2021,1,renewable_energy
NORTHERN CALIFORNIA POWER AGENCY,6,141578.16666666666,849469,2010,2021,3,renewable_energy
NORTHWEST PUBLIC POWER ASSOCIATION,1,0,0,2013,2013,1,renewable_energy
NORTHWESTERN CORPORATION DBA NORTHWESTERN ENERGY,3,0,0,2011,2011,1,renewable_energy
NORTHWESTERN UNIV,28,151279,4235812,2011,2020,6,renewable_energy
NORTHWIND STRATEGIES,2,0,0,2011,2011,1,renewable_energy
NORTON ROSE FULBRIGHT US LLP,3,0,0,2021,2021,1,renewable_energy
NOSSAMAN LLP,1,0,0,2010,2010,1,renewable_energy
NOVOZYMES,1,120000,120000,2010,2010,1,renewable_energy
"NRG ENERGY, INC.",12,536666.6666666666,6440000,2010,2013,4,renewable_energy
"NUCLEAR ENERGY INSTITUTE, INC.",5,539000,2695000,2010,2021,3,renewable_energy
"NUCOR CORPORATION (FORMERLY NUCOR PUBLIC AFFAIRS, INC.)",7,568571.4285714285,3980000,2010,2021,3,renewable_energy
"NUTTER & HARRIS, INC",26,0,0,2010,2016,7,renewable_energy
"NVG, LLC",1,0,0,2021,2021,1,renewable_energy
O'NEILL AND ASSOCIATES,11,0,0,2012,2020,4,renewable_energy
"O'NEILL, ATHY & CASEY, P.C.",5,0,0,2014,2015,2,renewable_energy
OCEAN CONSERVANCY,3,229022.33333333334,687067,2021,2021,1,renewable_energy
"OCEANA, INC.",1,160000,160000,2020,2020,1,renewable_energy
ODONNELL & SON LLC,1,0,0,2017,2017,1,renewable_energy
OGILVY GOVERNMENT RELATIONS,16,0,0,2010,2012,3,renewable_energy
OHIO FARM BUREAU FEDERATION,2,71500,143000,2011,2011,1,renewable_energy
OHIO MUNICIPAL ELECTRIC ASSOCIATION,17,76862,1306654,2010,2017,6,renewable_energy
"OLDAKER & WILLISON, LLP",14,0,0,2010,2014,5,renewable_energy
"OLSSON, FRANK, WEEDA, TERMAN & MATZ, PC",23,0,0,2010,2014,5,renewable_energy
OMAHA PUBLIC POWER DISTRICT,1,26047,26047,2012,2012,1,renewable_energy
ONEOK INC.,1,190000,190000,2021,2021,1,renewable_energy
"OPEN SPACE INSTITUTE, INC.",1,67000,67000,2021,2021,1,renewable_energy
OREGON FARM BUREAU FEDERATION,7,16246.892857142857,113728.25,2011,2021,6,renewable_energy
OREGON STATE UNIVERSITY,26,40000,1040000,2010,2018,7,renewable_energy
ORION ADVOCATES,34,0,0,2010,2020,9,renewable_energy
ORION STRATEGIES,2,0,0,2021,2021,1,renewable_energy
OTT BIELITZKI & O'NEILL PLLC,1,0,0,2016,2016,1,renewable_energy
OWEN EVANS INGOLS,3,0,0,2021,2021,1,renewable_energy
"PACE, LLP",79,0,0,2010,2021,11,renewable_energy
PACIFIC GAS AND ELECTRIC COMPANY,17,2197647.0588235296,37360000,2010,2021,6,renewable_energy
PALMETTO GROUP,13,0,0,2012,2014,3,renewable_energy
PANASONIC CORPORATION OF NORTH AMERICA (PNA),9,100000,900000,2011,2015,5,renewable_energy
PARAGON GOVERNMENT RELATIONS,4,0,0,2010,2011,2,renewable_energy
"PARKER, POE, ADAMS & BERNSTEIN LLP",32,0,0,2010,2018,9,renewable_energy
"PATRICIA JORDAN & ASSOCIATES, INC.",1,0,0,2011,2011,1,renewable_energy
PEABODY INVESTMENTS CORP.,1,1230000,1230000,2012,2012,1,renewable_energy
PENNSYLVANIA FARM BUREAU,11,26363.636363636364,290000,2013,2021,6,renewable_energy
"PEPCO HOLDINGS, INC.",21,302380.95238095237,6350000,2010,2016,7,renewable_energy
PHILLIPS 66,6,631666.6666666666,3790000,2020,2021,2,renewable_energy
PILLSBURY WINTHROP SHAW PITTMAN LLP,36,0,0,2010,2021,9,renewable_energy
PINNACLE WEST CAPITAL CORPORATION,18,179444.44444444444,3230000,2010,2021,7,renewable_energy
"PLAYMAKER STRATEGIES, LLC",21,0,0,2013,2018,6,renewable_energy
"PLUM CREEK TIMBER COMPANY, INC.",23,181956.52173913043,4185000,2010,2016,7,renewable_energy
PNM RESOURCES,1,110000,110000,2010,2010,1,renewable_energy
"PODESTA GROUP, INC.",43,0,0,2010,2017,8,renewable_energy
"POET, LLC",12,345000,4140000,2015,2021,3,renewable_energy
"POLARIS-HUTTON GROUP, LLC",1,0,0,2010,2010,1,renewable_energy
"POLICY INTEGRATION PARTNERS, LLC",6,0,0,2020,2021,2,renewable_energy
POLSINELLI PC,5,0,0,2012,2012,1,renewable_energy
PORTLAND GENERAL ELECTRIC,30,90166.66666666667,2705000,2010,2021,10,renewable_energy
"PPG INDUSTRIES, INC",8,223305.4025,1786443.22,2010,2012,3,renewable_energy
PPL CORPORATION,20,199500,3990000,2010,2021,8,renewable_energy
PREDICATE LLC,17,0,0,2015,2018,4,renewable_energy
PRIME POLICY GROUP,11,0,0,2010,2014,4,renewable_energy
PRINCETON UNIVERSITY,2,70000,140000,2011,2011,1,renewable_energy
"PROGRESS ENERGY, INC.",4,325000,1300000,2010,2013,3,renewable_energy
"PROLOGIS, L.P.",3,36666.666666666664,110000,2021,2021,1,renewable_energy
"PUBLIC AFFAIRS RESOURCES, INC.",2,0,0,2010,2011,2,renewable_energy
PUBLIC SERVICE ENTERPRISE GROUP,18,695555.5555555555,12520000,2012,2016,5,renewable_energy
"PUBLIC STRATEGIES WASHINGTON, INC.",31,0,0,2011,2019,8,renewable_energy
PUGET SOUND ENERGY,19,221578.94736842104,4210000,2010,2021,8,renewable_energy
PUTALASTRATEGIES,18,0,0,2021,2021,1,renewable_energy
QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES),15,0,0,2010,2012,3,renewable_energy
QUADRANT ASSOCIATES GROUP LLC,5,0,0,2012,2012,1,renewable_energy
QUADRIPOINT STRATEGIES LLC,4,0,0,2011,2012,2,renewable_energy
QUANEX BUILDING PRODUCTS CORPORATION,8,28750,230000,2015,2017,3,renewable_energy
QUINN THOMAS PUBLIC AFFAIRS,1,0,0,2012,2012,1,renewable_energy
"R&R PARTNERS, INC.",3,0,0,2021,2021,1,renewable_energy
RAFFANIELLO & ASSOCIATES,43,0,0,2010,2021,10,renewable_energy
RANDALL DAVIS ASSOCIATES LLC,2,0,0,2021,2021,1,renewable_energy
"RASKY PARTNERS, INC.",19,0,0,2010,2014,5,renewable_energy
RAYTHEON TECHNOLOGIES CORPORATION AND AFFILIATES,7,3478678,24350746,2011,2018,4,renewable_energy
"RBC CAPITAL MARKETS, LLC (FORMERLY REGISTERED AS ROYAL BANK OF CANADA)",1,230000,230000,2015,2015,1,renewable_energy
"RECURRENT ENERGY, LLC",21,83809.52380952382,1760000,2013,2018,5,renewable_energy
REINSURANCE ASSN OF AMERICA,4,310000,1240000,2021,2021,1,renewable_energy
RENEWABLE FUELS ASSOCIATION,23,254212.53826086957,5846888.38,2011,2016,6,renewable_energy
"RENOVATE AMERICA, INC.",1,0,0,2017,2017,1,renewable_energy
REPRESENTATIVE OF GERMAN INDUSTRY AND TRADE,4,5000,20000,2008,2014,3,renewable_energy
RES-AMERICAS,6,8333.333333333334,50000,2015,2016,2,renewable_energy
RETAIL INDUSTRY LEADERS ASSOCIATION,14,945000,13230000,2010,2013,4,renewable_energy
ROBERT BOSCH LLC,6,193333.33333333334,1160000,2011,2019,4,renewable_energy
ROBERT W. JOHNSON LLC,2,0,0,2014,2014,1,renewable_energy
"ROBERTSON, MONAGLE, AND EASTAUGH",3,0,0,2020,2020,1,renewable_energy
ROCK CREEK COUNSEL,2,0,0,2018,2018,1,renewable_energy
ROKALA PUBLIC AFFAIRS (FKA MR MARK ROKALA),1,0,0,2015,2015,1,renewable_energy
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,3,383333.3333333333,1150000,2010,2010,1,renewable_energy
RUSS KLENET & ASSOCIATES,4,0,0,2011,2011,1,renewable_energy
RUSSELL PAUL,3,0,0,2011,2013,3,renewable_energy
RYAN COSTELLO STRATEGIES,4,0,0,2020,2020,1,renewable_energy
"RYAN MACKINNON VASAPOLI AND BERZOK, LLP",37,0,0,2010,2015,6,renewable_energy
SABRE GLBL INC.,1,64317,64317,2014,2014,1,renewable_energy
SAFARI CLUB INTERNATIONAL,8,93750,750000,2013,2014,2,renewable_energy
SALT RIVER PROJECT,15,215333.33333333334,3230000,2010,2020,5,renewable_energy
"SALTCHUK RESOURCES, INC.",2,90000,180000,2014,2014,1,renewable_energy
"SANDLER, TRAVIS & ROSENBERG, P.A.",1,0,0,2010,2010,1,renewable_energy
SANTA CLARA VALLEY WATER DISTRICT,3,133333.33333333334,400000,2021,2021,1,renewable_energy
SC PARTNERS LLC,143,0,0,2010,2021,12,renewable_energy
SCHAGRIN ASSOCIATES,7,0,0,2021,2021,1,renewable_energy
SCHNEIDER ELECTRIC,1,0,0,2011,2011,1,renewable_energy
"SCHOTT NORTH AMERICA, INC.",9,112055.55555555556,1008500,2010,2012,3,renewable_energy
"SCONSET STRATEGIES, LLC",6,0,0,2018,2019,2,renewable_energy
SEATTLE CITY LIGHT,3,29799.106666666667,89397.32,2010,2011,2,renewable_energy
SEBASTIAN O'KELLY,2,0,0,2020,2020,1,renewable_energy
SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL),17,94117.64705882352,1600000,2011,2014,4,renewable_energy
SEMPRA ENERGY,30,464666.6666666667,13940000,2010,2018,9,renewable_energy
SHEET METAL & AIR CONDITIONING CONTRACTORS NAT'L ASSN,34,0,0,2011,2018,8,renewable_energy
"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2,2355000,4710000,2018,2018,1,renewable_energy
SIEMENS CORPORATION,32,1125267.03125,36008545,2010,2021,9,renewable_energy
"SIEMENS ENERGY, INC",4,177500,710000,2020,2021,2,renewable_energy
SIERRA CLUB,20,127500,2550000,2010,2021,10,renewable_energy
SIFF & ASSOCIATES PLLC,1,0,0,2021,2021,1,renewable_energy
"SIGNAL GROUP CONSULTING, LLC",49,0,0,2010,2014,5,renewable_energy
SIMON AND COMPANY,1,0,0,2011,2011,1,renewable_energy
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",3,0,0,2019,2019,1,renewable_energy
"SMITH CONSULTING GROUP, INC.",1,0,0,2021,2021,1,renewable_energy
SMITH DAWSON & ANDREWS,3,0,0,2013,2020,3,renewable_energy
SOCIETY FOR AMERICAN ARCHAEOLOGY,4,5000,20000,2015,2018,2,renewable_energy
